file_name, topic_id, topic_description, Last Write Time
"5075_14_Paper_Chase_4_-_Oxycodone_vs_Hydrocodone_MM_CN_sps.pdf", 5075, "Paper Chase 4 - Oxycodone vs Hydrocodone", 2018-01-15T05:02:41.391685+00:00
"5075_EMRAP_2016_April_Track13_PC4_Oxy.mp3", 5075, "Paper Chase 4 - Oxycodone vs Hydrocodone", 2018-01-15T05:02:46.124160+00:00
"5076_07_Critical_Care_Mailbag_sps.pdf", 5076, "Critical Care Mailbag - Hypotensive SVT", 2018-01-15T05:02:46.494509+00:00
"5076_EMRAP_2016_April_Track16_CCM.mp3", 5076, "Critical Care Mailbag - Hypotensive SVT", 2018-01-15T05:02:47.992926+00:00
"5077_10_Annals_of_Emergency_Medicine_-_Phytophotodermatitis_MM_CN_sps.pdf", 5077, "Annals of Emergency Medicine - Phytophotodermatitis", 2018-01-15T05:02:48.515420+00:00
"5077_EMRAP_2016_April_Track08_AEM_Phytophotodermatitis.mp3", 5077, "Annals of Emergency Medicine - Phytophotodermatitis", 2018-01-15T05:02:50.451252+00:00
"5078_15_Paper_Chase_5_-_Can_you_spend_down_malpractice_risk_MM_CN_sps.pdf", 5078, "Paper Chase 5 - Can You Spend Down Malpractice Risk?", 2018-01-15T05:02:51.071838+00:00
"5078_EMRAP_2016_April_Track17_PC5_Malpractice.mp3", 5078, "Paper Chase 5 - Can You Spend Down Malpractice Risk?", 2018-01-15T05:02:52.136845+00:00
"5079_18_Summary_MM_CN_sps.pdf", 5079, "Summary", 2018-01-15T05:02:52.309008+00:00
"5079_EMRAP_2016_April_Track18_Summary.mp3", 5079, "Summary", 2018-01-15T05:02:54.760328+00:00
"5080_01_Intro_MM_CN_sps.pdf", 5080, "May Introduction - Hematuria and AAA", 2018-01-15T05:02:55.067617+00:00
"5080_EMRAP_2016_May_Track01_Intro.mp3", 5080, "May Introduction - Hematuria and AAA", 2018-01-15T05:02:56.057554+00:00
"5081_02_Breast_Abscess_MM_CN_sps.pdf", 5081, "Community Medicine Rants - Breast Abscess", 2018-01-15T05:02:56.280765+00:00
"5081_EMRAP_2016_May_Track02_CMR_Breast.mp3", 5081, "Community Medicine Rants - Breast Abscess", 2018-01-15T05:02:57.723130+00:00
"5082_03_Medical_Myths_-_Toxicology_Mythbusting_MM_CN_sps.pdf", 5082, "Medical Myths - Toxicology Mythbusting", 2018-01-15T05:02:58.137521+00:00
"5082_EMRAP_2016_May_Track03__MM_Tox.mp3", 5082, "Medical Myths - Toxicology Mythbusting", 2018-01-15T05:03:00.429689+00:00
"5083_EMRAP_2016_May_Track04_MT_Intro.mp3", 5083, "Placebos - Introduction", 2018-01-15T05:03:00.969199+00:00
"5084_04_Perinatal_Disasters_MM_CN_sps.pdf", 5084, "National Lecture Series - Perinatal Disasters", 2018-01-15T05:03:01.310523+00:00
"5084_EMRAP_2016_May_Track05_NAT_Perinatal.mp3", 5084, "National Lecture Series - Perinatal Disasters", 2018-01-15T05:03:03.336439+00:00
"5085_05_Pediatric_Pearls_-_Pediatric_Thoracic_Trauma_MM_CN_sps.pdf", 5085, "Pediatric Pearls - Pediatric Thoracic Trauma", 2018-01-15T05:03:03.957025+00:00
"5085_EMRAP_2016_May_Track06_PED_Trauma.mp3", 5085, "Pediatric Pearls - Pediatric Thoracic Trauma", 2018-01-15T05:03:06.171121+00:00
"5086_EMRAP_2016_May_Track07_MT_Please.mp3", 5086, "Placebos - I Aim To Please", 2018-01-15T05:03:07.154049+00:00
"5087_06_Ovarian_Torsion_MM_CN_sps.pdf", 5087, "Ovarian Torsion", 2018-01-15T05:03:07.544418+00:00
"5087_EMRAP_2016_May_Track08_Ovarian.mp3", 5087, "Ovarian Torsion", 2018-01-15T05:03:09.306085+00:00
"5088_07_Trauma_Surgeons_Gone_WIld_-_Traumatic_Seat_Belt_Signs_MM_CN_sps.pdf", 5088, "Trauma Surgeons Gone Wild - Traumatic Seat Belt Signs", 2018-01-15T05:03:09.605368+00:00
"5088_EMRAP_2016_May_Track09_SGW_Seat.mp3", 5088, "Trauma Surgeons Gone Wild - Traumatic Seat Belt Signs", 2018-01-15T05:03:10.699403+00:00
"5089_08_Is_It_or_Isn't_a_STEMI_MM_CN_sps.pdf", 5089, "Is It or Isn't It a STEMI - Part 1", 2018-01-15T05:03:11.052738+00:00
"5089_EMRAP_2016_May_Track10_STEMI.mp3", 5089, "Is It or Isn't It a STEMI - Part 1", 2018-01-15T05:03:13.948476+00:00
"5090_EMRAP_2016_May_Track11_MT_Treat.mp3", 5090, "Placebos - I Aim To Treat", 2018-01-15T05:03:14.772255+00:00
"5091_10_Cardiology_Corner_-_Door_To_Balloon_Time_MM_CN_sps.pdf", 5091, "Cardiology Corner - Door To Balloon Time Revisited", 2018-01-15T05:03:15.217676+00:00
"5091_EMRAP_2016_May_Track12_CC_Balloon.mp3", 5091, "Cardiology Corner - Door To Balloon Time Revisited", 2018-01-15T05:03:17.202554+00:00
"5092_09_National_Lecture_Series_-_Wishes_of_Intensivists_MM_CN_sps.pdf", 5092, "National Lecture Series - Things Intensivists Wish We Did", 2018-01-15T05:03:17.462799+00:00
"5092_EMRAP_2016_May_Track13_NAT_Wish.mp3", 5092, "National Lecture Series - Things Intensivists Wish We Did", 2018-01-15T05:03:20.001200+00:00
"5093_12_Critical_Care_Mailbag_-_Hypotensive_SVT_MM_CN_sps.pdf", 5093, "Critical Care Mailbag - Peripheral Pressors and IV Fluid Temperature", 2018-01-15T05:03:20.282466+00:00
"5093_EMRAP_2016_May_Track14_CCM_IV.mp3", 5093, "Critical Care Mailbag - Peripheral Pressors and IV Fluid Temperature", 2018-01-15T05:03:22.247326+00:00
"5094_EMRAP_2016_May_Track15_MT_Learn.mp3", 5094, "Placebos - I Aim To Learn", 2018-01-15T05:03:23.169196+00:00
"5095_13_Strayerisms__Anaphylaxis_Rebuttal_MM_CN_sps.pdf", 5095, "Strayerisms - Anaphylaxis Rebuttal", 2018-01-15T05:03:23.430444+00:00
"5095_EMRAP_2016_May_Track16_Anaphylaxis.mp3", 5095, "Strayerisms - Anaphylaxis Rebuttal", 2018-01-15T05:03:24.890825+00:00
"5096_11_The_Happy_MD's_Guide_to_Physician_Wellness_CN_sps.pdf", 5096, "Physician Wellness", 2018-01-15T05:03:25.099023+00:00
"5096_EMRAP_2016_May_Track17_Wellness.mp3", 5096, "Physician Wellness", 2018-01-15T05:03:27.402201+00:00
"5097_14_Snake_Bites_MM_CN_sps.pdf", 5097, "Snake Bites", 2018-01-15T05:03:27.608396+00:00
"5097_EMRAP_2016_May_Track18_Tox_Snake.mp3", 5097, "Snake Bites", 2018-01-15T05:03:28.707436+00:00
"5098_15_Annals_of_Emergency_Medicine_-_Penetrating_Neck_Trauma_MM_CN_sps.pdf", 5098, "Annals of Emergency Medicine - Penetrating Neck Trauma", 2018-01-15T05:03:28.906624+00:00
"5098_EMRAP_2016_May_Track19_AEM_Neck.mp3", 5098, "Annals of Emergency Medicine - Penetrating Neck Trauma", 2018-01-15T05:03:31.256848+00:00
"5099_16_Summary_MM_CN_sps.pdf", 5099, "Summary", 2018-01-15T05:03:31.458037+00:00
"5099_EMRAP_2016_May_Track20_Summary.mp3", 5099, "Summary", 2018-01-15T05:03:33.816267+00:00
"5100_01_Introduction_-_Risk_of_C_Diff_sps.pdf", 5100, "Introduction - Risk of C diff", 2018-01-15T05:03:34.036476+00:00
"5100_EMRAP_2016_06_June_Track01_Intro.mp3", 5100, "Introduction - Risk of C diff", 2018-01-15T05:03:35.344714+00:00
"5101_02_PaperChase1sps.pdf", 5101, "Paper Chase 1 - Does PCC Cause Clots", 2018-01-15T05:03:35.591947+00:00
"5101_EMRAP_2016_06_June_Track02_PC1.mp3", 5101, "Paper Chase 1 - Does PCC Cause Clots", 2018-01-15T05:03:36.343657+00:00
"5102_EMRAP_2016_06_June_Track03_MT_Intro.mp3", 5102, "Dangerous Medical Devices - Introduction", 2018-01-15T05:03:36.777072+00:00
"5103_03_Elissa's_Story_sps.pdf", 5103, "Elissa's Story", 2018-01-15T05:03:37.020298+00:00
"5103_EMRAP_2016_06_June_Track04_Elissa.mp3", 5103, "Elissa's Story", 2018-01-15T05:03:38.402606+00:00
"5104_04_PediatricFingertipinjuriessps.pdf", 5104, "Pediatric Fingertip Injury", 2018-01-15T05:03:38.629820+00:00
"5104_EMRAP_2016_06_June_Track05_Fingertip.mp3", 5104, "Pediatric Fingertip Injury", 2018-01-15T05:03:41.439478+00:00
"5105_05_PaperChase2sps.pdf", 5105, "Paper Chase 2 - Warfarin and Minor Head Injury", 2018-01-15T05:03:41.658685+00:00
"5105_EMRAP_2016_06_June_Track06_PC2_warfarin.mp3", 5105, "Paper Chase 2 - Warfarin and Minor Head Injury", 2018-01-15T05:03:42.447430+00:00
"5106_06_DefibrillationMasterClasssps.pdf", 5106, "Defibrillation Master Class", 2018-01-15T05:03:42.779745+00:00
"5106_EMRAP_2016_06_June_Track07_Dfib.mp3", 5106, "Defibrillation Master Class", 2018-01-15T05:03:44.660524+00:00
"5107_07_National_Lecture_Series_-_Managing_Critical_Kids_sps.pdf", 5107, "National Lecture Series - Managing Critical Kids", 2018-01-15T05:03:44.889741+00:00
"5107_EMRAP_2016_06_June_Track08_NLS_CritKids.mp3", 5107, "National Lecture Series - Managing Critical Kids", 2018-01-15T05:03:46.325098+00:00
"5108_08_LINSessionsps.pdf", 5108, "LIN Session - The Child Whisperer", 2018-01-15T05:03:46.630388+00:00
"5108_EMRAP_2016_06_June_Track09_LIN_Whisper.mp3", 5108, "LIN Session - The Child Whisperer", 2018-01-15T05:03:48.289956+00:00
"5109_EMRAP_2016_06_June_Track10_MT_Radiation.mp3", 5109, "Dangerous Medical Devices - Shoe Fluoroscopes", 2018-01-15T05:03:49.167787+00:00
"5110_09_Trauma_Surgeons_Gone_Wild_-_Shock_and_Trauma_sps.pdf", 5110, "Trauma Surgeons Gone Wild - Shock and Trauma", 2018-01-15T05:03:49.365975+00:00
"5110_EMRAP_2016_06_June_Track11_SGW_Shock.mp3", 5110, "Trauma Surgeons Gone Wild - Shock and Trauma", 2018-01-15T05:03:51.473969+00:00
"5111_10_AnnalsofEmergencyMedicinesps.pdf", 5111, "Annals of Emergency Medicine - Sickle Cell Crisis: A How to Guide", 2018-01-15T05:03:51.722203+00:00
"5111_EMRAP_2016_06_June_Track12_AEM_June.mp3", 5111, "Annals of Emergency Medicine - Sickle Cell Crisis: A How to Guide", 2018-01-15T05:03:54.187535+00:00
"5112_11_PaperChase3-TriageSepsisAlertssps.pdf", 5112, "Paper Chase 3 - Triage Sepsis Alerts", 2018-01-15T05:03:54.374711+00:00
"5112_EMRAP_2016_06_June_Track13_PC3_Triage.mp3", 5112, "Paper Chase 3 - Triage Sepsis Alerts", 2018-01-15T05:03:55.004307+00:00
"5113_12_Is_It_or_Isn't_It_a_STEMI_sps.pdf", 5113, "Is It or Isn't It a STEMI - Part 2", 2018-01-15T05:03:55.162457+00:00
"5113_EMRAP_2016_06_June_Track14_STEMI2.mp3", 5113, "Is It or Isn't It a STEMI - Part 2", 2018-01-15T05:03:58.007149+00:00
"5114_13_Toxicologysps.pdf", 5114, "Toxicology Reports - Lead Poisoning", 2018-01-15T05:03:58.197328+00:00
"5114_EMRAP_2016_06_June_Track15_TOX_Lead.mp3", 5114, "Toxicology Reports - Lead Poisoning", 2018-01-15T05:03:59.193270+00:00
"5115_14_Critical_Care_Mailbag_-_Intubated_Asthmatic_sps.pdf", 5115, "Critical Care Mailbag - Intubated Asthmatic", 2018-01-15T05:03:59.332401+00:00
"5115_EMRAP_2016_06_June_Track16_CCM_IntubatedAsthmatic.mp3", 5115, "Critical Care Mailbag - Intubated Asthmatic", 2018-01-15T05:04:00.503508+00:00
"5116_EMRAP_2016_06_June_Track17_MT_Electricity_.mp3", 5116, "Dangerous Medical Devices - Radionics", 2018-01-15T05:04:01.559507+00:00
"5117_15_PaperChase4-IbuprofenAloneforSimpleUTIsps.pdf", 5117, "Paper Chase 4 - Ibuprofen Alone for Simple UTI?", 2018-01-15T05:04:01.910840+00:00
"5117_EMRAP_2016_06_June_Track18_PC4_Ibuprofen.mp3", 5117, "Paper Chase 4 - Ibuprofen Alone for Simple UTI?", 2018-01-15T05:04:02.531427+00:00
"5118_16_TreatingFamilyMemberssps.pdf", 5118, "Treating Family Members: The Pros and The Cons", 2018-01-15T05:04:02.688575+00:00
"5118_EMRAP_2016_06_June_Track19_FamilyMembers.mp3", 5118, "Treating Family Members: The Pros and The Cons", 2018-01-15T05:04:05.140896+00:00
"5119_17_National_Lecture_Series_-_Utility_of_the_CRP_sps.pdf", 5119, "National Lecture Series - Utility of the CRP", 2018-01-15T05:04:05.332075+00:00
"5119_EMRAP_2016_06_June_Track20_NLS_CRP.mp3", 5119, "National Lecture Series - Utility of the CRP", 2018-01-15T05:04:06.350038+00:00
"5120_18_PaperChase5sps.pdf", 5120, "Paper Chase 5 - Age Adjusted D-dimer", 2018-01-15T05:04:06.641314+00:00
"5120_EMRAP_2016_06_June_Track21_PC5_age.mp3", 5120, "Paper Chase 5 - Age Adjusted D-dimer", 2018-01-15T05:04:07.302940+00:00
"5121_19_Summary_-_From_The_EM_sps.pdf", 5121, "Summary", 2018-01-15T05:04:07.451081+00:00
"5121_EMRAP_2016_06_June_Track22_Summary.mp3", 5121, "Summary", 2018-01-15T05:04:09.097637+00:00
"5122_01_JulyIntro_MM_CNsps.pdf", 5122, "Introduction - Should We Immobilize Rib Fractures", 2018-01-15T05:04:09.316846+00:00
"5122_EMRAP_2016_06_July_Track01_Introduction.mp3", 5122, "Introduction - Should We Immobilize Rib Fractures", 2018-01-15T05:04:10.506970+00:00
"5123_02_CardiologyCorner_MM_CNsps.pdf", 5123, "Cardiology Corner - ACS in Women", 2018-01-15T05:04:10.691145+00:00
"5123_EMRAP_2016_06_July_Track02_CC_ACS.mp3", 5123, "Cardiology Corner - ACS in Women", 2018-01-15T05:04:12.926258+00:00
"5124_EMRAP_2016_06_July_Track03_MT_Intro.mp3", 5124, "Self Surgery - Introduction", 2018-01-15T05:04:13.290604+00:00
"5125_03_TibialplateaufractureP1_MMsps.pdf", 5125, "Tibial Plateau Fractures: The Basics", 2018-01-15T05:04:13.507808+00:00
"5125_EMRAP_2016_06_July_Track04_TibialFracturesBasic.mp3", 5125, "Tibial Plateau Fractures: The Basics", 2018-01-15T05:04:15.992158+00:00
"5126_04_PediatricSyncope_MM_CN.pdf", 5126, "Pediatric Syncope", 2018-01-15T05:04:16.242395+00:00
"5126_EMRAP_2016_06_July_Track05_PedSyncope.mp3", 5126, "Pediatric Syncope", 2018-01-15T05:04:18.801815+00:00
"5127_05_CriticalCareMailbag_MM_CNsps.pdf", 5127, "Critical Care Mailbag - End Tidal CO2 in Cardiac Arrest", 2018-01-15T05:04:19.093091+00:00
"5127_EMRAP_2016_06_July_Track06_CCM_CO2.mp3", 5127, "Critical Care Mailbag - End Tidal CO2 in Cardiac Arrest", 2018-01-15T05:04:20.154095+00:00
"5128_06_EDflow_MM_CNsps.pdf", 5128, "ED Flow Part 3 - Output", 2018-01-15T05:04:20.409338+00:00
"5128_EMRAP_2016_06_July_Track07_EDFlow3.mp3", 5128, "ED Flow Part 3 - Output", 2018-01-15T05:04:22.668473+00:00
"5129_07_Strayerisms_MM_CNsps.pdf", 5129, "Strayerisms - PE My Way", 2018-01-15T05:04:22.956745+00:00
"5129_EMRAP_2016_06_July_Track08_PE.mp3", 5129, "Strayerisms - PE My Way", 2018-01-15T05:04:24.693388+00:00
"5130_08_Trolling_MM_CNsps.pdf", 5130, "Trolling for Pyelo", 2018-01-15T05:04:24.923606+00:00
"5130_EMRAP_2016_06_July_Track09_Pyelo.mp3", 5130, "Trolling for Pyelo", 2018-01-15T05:04:27.408956+00:00
"5131_EMRAP_2016_06_July_Track10_MT_Nielsen.mp3", 5131, "Self Surgery - Dr. Jerri Nielsen", 2018-01-15T05:04:28.279780+00:00
"5132_09_Lyme_MM_CNsps.docx_(1).pdf", 5132, "Lyme Disease", 2018-01-15T05:04:28.435928+00:00
"5132_EMRAP_2016_06_July_Track11_Lyme.mp3", 5132, "Lyme Disease", 2018-01-15T05:04:31.888193+00:00
"5133_10_TibialPart2_MM_CNsps.pdf", 5133, "Tibial Plateau Fractures: Beyond The Basics", 2018-01-15T05:04:32.113408+00:00
"5133_EMRAP_2016_06_July_Track12_TibialFracturesBeyondBasic.mp3", 5133, "Tibial Plateau Fractures: Beyond The Basics", 2018-01-15T05:04:33.733941+00:00
"5134_11_AwakeIntubation_MM_CNsps.pdf", 5134, "Rapid Sequence Awake Intubation", 2018-01-15T05:04:34.007198+00:00
"5134_EMRAP_2016_06_July_Track13_RSI.mp3", 5134, "Rapid Sequence Awake Intubation", 2018-01-15T05:04:36.302370+00:00
"5135_EMRAP_2016_06_July_Track14_MT_Rogozov.mp3", 5135, "Self Surgery - Dr. Rogozov", 2018-01-15T05:04:37.088112+00:00
"5136_12_Annals_MM_CNsps.pdf", 5136, "Annals of Emergency Medicine - A Twisted Neck", 2018-01-15T05:04:37.338348+00:00
"5136_EMRAP_2016_06_July_Track15_AEM.mp3", 5136, "Annals of Emergency Medicine - A Twisted Neck", 2018-01-15T05:04:39.432328+00:00
"5137_13_Empathy_MM_CNsps.pdf", 5137, "Community Medicine Rants - Rediscovering Empathy", 2018-01-15T05:04:39.684567+00:00
"5137_EMRAP_2016_06_July_Track16_CMR_Empathy-.mp3", 5137, "Community Medicine Rants - Rediscovering Empathy", 2018-01-15T05:04:40.632464+00:00
"5138_14_CarbonMonoxide_MMsps.pdf", 5138, "Carbon Monoxide Myths and Management", 2018-01-15T05:04:40.818644+00:00
"5138_EMRAP_2016_06_July_Track17_carbon-.mp3", 5138, "Carbon Monoxide Myths and Management", 2018-01-15T05:04:42.000758+00:00
"5139_15_SGW_PenetratingWounds_MM_CNsps.pdf", 5139, "Trauma Surgeons Gone Wild - Superficial Stab Wounds", 2018-01-15T05:04:42.212958+00:00
"5139_EMRAP_2016_06_July_Track18_SGW_Stab-.mp3", 5139, "Trauma Surgeons Gone Wild - Superficial Stab Wounds", 2018-01-15T05:04:43.984634+00:00
"5140_16_Summary_Mailbag_MM_CNsps.pdf", 5140, "Summary", 2018-01-15T05:04:44.163804+00:00
"5140_EMRAP_2016_06_July_Track19_Summary.mp3", 5140, "Summary", 2018-01-15T05:04:45.424997+00:00
"5141_01_August_Intro_sps.pdf", 5141, "Introduction - In Extremis", 2018-01-15T05:04:45.984526+00:00
"5141_EMRAP_2016_August_Track01_Introduction.mp3", 5141, "Introduction - In Extremis", 2018-01-15T05:04:47.866305+00:00
"5142_02_Airway_Corner_sps.pdf", 5142, "Airway Corner - Hypoxemia", 2018-01-15T05:04:48.270688+00:00
"5142_EMRAP_2016_August_Track19_AC_Hypoxemia-.mp3", 5142, "Airway Corner - Hypoxemia", 2018-01-15T05:04:49.851184+00:00
"5143_06_Rapid_Team_sps.pdf", 5143, "LIN Session - Rapid Team Building", 2018-01-15T05:04:50.270580+00:00
"5143_EMRAP_2016_August_Track02_LIN_Team.mp3", 5143, "LIN Session - Rapid Team Building", 2018-01-15T05:04:53.351493+00:00
"5144_12_Paper_Chase_1_sps.pdf", 5144, "Paper Chase 1 - Intubating in Analog and Digital", 2018-01-15T05:04:53.839956+00:00
"5144_EMRAP_2016_August_Track03_PC1_Analog.mp3", 5144, "Paper Chase 1 - Intubating in Analog and Digital", 2018-01-15T05:04:54.824887+00:00
"5145_EMRAP_2016_August_Track04_MT_Intro.mp3", 5145, "Amazing Animals - Introduction", 2018-01-15T05:04:55.508534+00:00
"5146_EMRAP_2016_August_Track05_CadenP1.mp3", 5146, "Caden's Story - Intussusception P1", 2018-01-15T05:04:58.327199+00:00
"5147_09_Phenylephrine_and_sepsis_sps.pdf", 5147, "Critical Care Mailbag - Phenylephrine in Sepsis", 2018-01-15T05:04:58.649504+00:00
"5147_EMRAP_2016_August_Track06_CCM_Phenylephrine.mp3", 5147, "Critical Care Mailbag - Phenylephrine in Sepsis", 2018-01-15T05:04:59.638441+00:00
"5148_17_TIA_sps.pdf", 5148, "A Sensible Approach to TIA P1", 2018-01-15T05:05:00.018800+00:00
"5148_EMRAP_2016_August_Track07_TIAP1.mp3", 5148, "A Sensible Approach to TIA P1", 2018-01-15T05:05:03.013632+00:00
"5149_13_Paper_Chase_2_sps.pdf", 5149, "Paper Chase 2 - Fluid Volume in Pediatric DKA", 2018-01-15T05:05:03.430026+00:00
"5149_EMRAP_2016_August_Track08_PC2_PedDKA.mp3", 5149, "Paper Chase 2 - Fluid Volume in Pediatric DKA", 2018-01-15T05:05:04.363910+00:00
"5150_05_Marijuana_sps.pdf", 5150, "Marijuana Comes of Age", 2018-01-15T05:05:04.621152+00:00
"5150_EMRAP_2016_August_Track09_MJ.mp3", 5150, "Marijuana Comes of Age", 2018-01-15T05:05:05.993451+00:00
"5151_EMRAP_2016_August_Track10_MT_Gila.mp3", 5151, "Amazing Animals - Gila Monster", 2018-01-15T05:05:07.006410+00:00
"5152_03_Plastic_surgery_in_pediatrics_sps.pdf", 5152, "Pediatric Pearls - Pediatric Plastic Surgery", 2018-01-15T05:05:07.341726+00:00
"5152_EMRAP_2016_August_Track11_PP_Plastic.mp3", 5152, "Pediatric Pearls - Pediatric Plastic Surgery", 2018-01-15T05:05:09.624886+00:00
"5153_07_Midazolam_and_NG_tubes_sps.pdf", 5153, "Can You Pick Your Friends Nose", 2018-01-15T05:05:10.048287+00:00
"5153_EMRAP_2016_August_Track12_Pick.mp3", 5153, "Can You Pick Your Friends Nose", 2018-01-15T05:05:10.848042+00:00
"5154_10_Schedule_Hack_sps.pdf", 5154, "The Schedule Hack", 2018-01-15T05:05:11.173350+00:00
"5154_EMRAP_2016_August_Track13_Hack.mp3", 5154, "The Schedule Hack", 2018-01-15T05:05:13.294356+00:00
"5155_14_Paper_Chase_3_sps.pdf", 5155, "Paper Chase 3 - Hypertonic Saline in Brain Injury", 2018-01-15T05:05:13.647695+00:00
"5155_EMRAP_2016_August_Track14_PC3_BrainInjury.mp3", 5155, "Paper Chase 3 - Hypertonic Saline in Brain Injury", 2018-01-15T05:05:14.479477+00:00
"5156_EMRAP_2016_August_Track15_Caden_P2.mp3", 5156, "Caden's Story - Intussusception P2", 2018-01-15T05:05:16.675554+00:00
"5157_EMRAP_2016_August_Track16_MT_Horseshoe.mp3", 5157, "Amazing Animals - Horseshoe Crab", 2018-01-15T05:05:17.411251+00:00
"5158_15_Paper_Chase_4_sps.pdf", 5158, "Paper Chase 4 - Is Longer Better in PTX Decompression", 2018-01-15T05:05:17.773592+00:00
"5158_EMRAP_2016_August_Track17_PC4_PTXDecom.mp3", 5158, "Paper Chase 4 - Is Longer Better in PTX Decompression", 2018-01-15T05:05:18.396182+00:00
"5159_18_Part_2_Approach_to_TIA_management_sps.pdf", 5159, "A Sensible Approach to TIA P2", 2018-01-15T05:05:18.646420+00:00
"5159_EMRAP_2016_August_Track18_TIAP2.mp3", 5159, "A Sensible Approach to TIA P2", 2018-01-15T05:05:20.832487+00:00
"5160_11_Annals_of_Emergency_Medicine_sps.pdf", 5160, "Annals of Emergency Medicine - The Worst Day Ever", 2018-01-15T05:05:21.202837+00:00
"5160_EMRAP_2016_August_Track19_AEM_WorstDay.mp3", 5160, "Annals of Emergency Medicine - The Worst Day Ever", 2018-01-15T05:05:24.003485+00:00
"5161_04_Roc_versus_Sux_sps.pdf", 5161, "Strayerisms - Roc vs Sux", 2018-01-15T05:05:24.629078+00:00
"5161_EMRAP_2016_August_Track21_Strayerisms_RocVsSux-.mp3", 5161, "Strayerisms - Roc vs Sux", 2018-01-15T05:05:26.165530+00:00
"5162_16_Paper_Chase_5_sps.pdf", 5162, "Paper Chase 5 - A Case of Steroids Not Helping", 2018-01-15T05:05:26.898223+00:00
"5162_EMRAP_2016_August_Track22_PC5_Steroids-.mp3", 5162, "Paper Chase 5 - A Case of Steroids Not Helping", 2018-01-15T05:05:27.906176+00:00
"5163_08_Emergency_Department_frequent_fliers_sps.pdf", 5163, "Understanding the Frequent Flyer", 2018-01-15T05:05:28.200456+00:00
"5163_EMRAP_2016_August_Track23_Frequent-.mp3", 5163, "Understanding the Frequent Flyer", 2018-01-15T05:05:29.564747+00:00
"5164_19_SummaryMailBag_sps.pdf", 5164, "Summary", 2018-01-15T05:05:29.921085+00:00
"5164_EMRAP_2016_August_Track24_Summary.mp3", 5164, "Summary", 2018-01-15T05:05:33.010003+00:00
